,text,Tipo
808,"Exigen médicos privados vacunas en Escuela Naval - Vía @reforma
Un acto de verdadera discriminación, irresponsabilidad que raya en lo ilegal y un absurdo, el negarle la vacuna a médicos que están en la línea de batalla, sean o no del sector público. https://t.co/cV1KzQUTtd",Negativo
811,"Falso que @LillyTellez haya desacreditado las vacunas como aseguró  @HLGatell.

La senadora puso sobre la mesa la falta de estudios de la Sputinik, lo que el subsecretario no respondió.

¿Por qué no pueden ser honorables en el debate?

El poder promueve linchamientos con mentiras",Negativo
812,"FATAL la vacunación en la Universidad Anáhuac. 
La prepotencia de los siervos de la nación los hace decidir quién se vacuna y quien no. 
Si el comprobante de domicilio no está a nombre del anciano (como los empleados de servicio) no lo vacunan. 🤦🏻‍♂️",Negativo
814,"Felicito al equipo de @r_velascoa por concretar la negociación con el Gobierno de Estados Unidos, para acceder a 2.7 millones de dosis de la vacuna contra #Covid19 de @AstraZeneca, como adelanto de nuestro contrato de producción en México. Hoy recibimos las primeras 1.5 millones https://t.co/LrI4nPjiHB",Positivo
822,"Gente de Morena acudió a un punto de vacunación contra covid-19 en Guanajuato, para pedir el voto a su favor.

A pesar de que el superdelgado a cargo dice que son personas disfrazadas que quieren “desprestigiarlos”, el INE ha confirmado el mal uso electoral de las vacunas.",Negativo
824,Gracias @DrSJaishankar por tu apoyo para enviarnos 870 mil vacunas AstraZeneca para hacer frente a la pandemia de covid-19. Es el cargamento más numeroso que hemos recibido y será de gran ayuda al plan de vacunación. Abrazo con gratitud sincera desde México. https://t.co/qUwXrpWXrV,Positivo
825,"Gracias a la 4T hay más de 300 mil fallecidos,

Gracias a la 4T el país está lleno de enfermos,

Gracias a la 4T no hay ni habrá vacunas #COVID19 

Gracias a la 4T hay desempleo y falta de liquidez,

Gracias a la 4T estamos mas pobres...
#LopezElPeorPresidenteDelMundo https://t.co/L38WPODYyp",Negativo
826,"Gracias a los neoliberales 👍🏻
Hoy recibo mi segunda vacuna. #COVID19 https://t.co/zrvlFYedmK",Negativo
827,"Gracias a todo el personal de salud que continúa sin descanso en la primera línea de batalla. Urge que se complete su vacunación, hay miles de trabajadores de la salud que están luchando en primera línea siguen sin ser considerados por la federacion para ser inmunizados. https://t.co/AlnEkMYpEp",Negativo
828,"Gracias al Presidente Vladimir Putin, al Canciller Serguéi Lavrov y al Embajador Viktor Koronelli por su apoyo para hacer posible el arribo de las vacunas Sputnik V a nuestro país. Amistad México-Rusia se fortalece. https://t.co/3LylLvZPLK",Positivo
829,"Gracias Dios mío, por recibir la segunda vacuna! 🙏🙏🙏 https://t.co/HOz53GjCmt",Positivo
830,"Gracias hermano @evoespueblo. #Cuba trabaja sin reposo en el enfrentamiento a #COVID19 y en la creación de #Vacunas, con la voluntad de inmunizar a nuestro pueblo y a todos los pueblos hermanos que podamos ayudar. #SomosCuba #CubaViva #CubaSalvaVidas https://t.co/WQckUbENzV",Positivo
831,"Grave, indignante y una vergüenza.  

Los médicos del sector privado acusan discriminación y violación a sus derechos constitucionales porque no han sido vacunados contra COVID-19. 

Y esto dicen los 'Siervos de la Nación'.

Más en: https://t.co/c1DsVIsSSB https://t.co/cll8fGCPhU",Negativo
833,"Ha llegado a Oaxaca un nuevo lote de 28,320 vacunas de la farmacéutica Sinovac; fueron recibidas por el Centro Estatal de Vacunología de los @SSO_GobOax para su refrigeración y resguardo en la red. https://t.co/6dq4sAaqQY",Positivo
836,"Hace 15 minutos despegó vuelo con millón y medio de dosis de  AstraZeneca al Aeropuerto de la Ciudad de México desde los EU. Llegará a las 22:20 de hoy. Con ello alcanzaremos 12 323 595 dosis de vacuna recibidas, cuatro de las cuales fueron enviadas o entregadas esta semana.",Positivo
837,"Hace 19 días que 🇲🇽 no recibe una sola vacuna 💉 

Pero si muchas promesas de @lopezobrador_ y @m_ebrard",Negativo
838,"Hace una semana la derechairiza estaba emocionada pq un “empresario” había comprado 2 millones de vacunas Sputnik V. Les cayeron en la mentira. 

Ayer anuncia el Gob de Mex acuerdo para comprar 24 millones de vacunas y Lily Téllez desacredita esa misma vacuna. 

Es hilarante.",Positivo
840,"Hago un llamado a las autoridades @saludjalisco @SEGOB_mx @SSalud_mx @GN_MEXICO_ a que verifiquen que hay presunción de entorpecimiento del ""gobernador"" @EnriqueAlfaroR respecto de la vacuna desinformado a la población alegando desabasto, q acto tan ledeznable y repulsivo.",Positivo
845,Hasta el Senador Vasconcelos de Morena sabe que la vacuna rusa es un fiasco https://t.co/w8xEnah696,Negativo
846,"Hasta el último corte de las 16 h. se han aplicado 4 millones 583 mil 839 primeras dosis contra #COVID19 a #PersonasAdultasMayores. De ellas, 160 mil 821 han completado su esquema de #Vacunación. https://t.co/eb21xBViEx",Positivo
848,"Hasta hoy hemos recibido más de 7 millones de vacunas contra el #COVID19 y durante este mes llegarán a nuestro país más de 9 millones de dosis. 

Avanza a paso firme la Política Nacional de Vacunación. https://t.co/WE7pkRPFvd",Positivo
849,"Hasta hoy nuestro país ha recibido más de 5 millones de vacunas contra el #COVID19 

Conoce los detalles: https://t.co/82dFiO4GVK",Positivo
852,"Hay dosis suficientes para vacunar a las personas adultas mayores; el gobierno federal no instruye que se formen 24 horas antes para recibir la vacuna. 

Fortaleceremos la coordinación con los niveles estatal y municipal para continuar exitosamente el Plan Nacional de Vacunación.",Positivo
853,"Hay grandes posibilidades que Joe Biden @POTUS de vacunas anti-covid a México, por razones estratégicas y económicas. Pero le ha costado toneladas de orgullo a @lopezobrador_ a quien Biden maltrató en su encuentro virtual. 
 https://t.co/uvQkEEmYCS",Negativo
855,"Hay que decirlo con todas sus letras: el problema central radica crecientemente en la estrategia de vacunación,  no en la disponibilidad de vacunas. https://t.co/ie9BTdExeP",Negativo
856,"Hay quien piensa que no debemos comparar a México con otros países en avances de vacunación. 
Yo opino completamente al revés: si no nos comparamos con los mejores, nos quedaremos atrasados. 
Les comparto mi participación de hoy en https://t.co/9mijoGYPxN",Negativo
858,"He leído varios estudios que dicen que la inmunidad de la vacuna podría durar entre 8-10 meses.
Si esto es cierto, y al ritmo de vacunación que lleva México y muchos otros países, vamos a tener un serio problema de contagios a finales de 2021 en las personas más vulnerables.",Negativo
860,"Hecho en la India, destinado a México 🇮🇳🤝🇲🇽 ¡Continúa #𝗩𝗮𝗰𝗰𝗶𝗻𝗲𝗠𝗮𝗶𝘁𝗿𝗶! 

Siguiendo con la determinación de la India de ayudar a otros países a combatir la pandemia llegan al aeropuerto de la Ciudad de México 870 𝗺𝗶𝗹 vacunas del #COVID19
@lopezobrador_ @EmbaMexInd https://t.co/A5kZKkWLGL",Positivo
862,"Hipócritas,criminales y suicidas los conservadores gritan:vacunas! por un lado,mientras que,por el otro,operan-con mentiras y descalificaciones-vs la campaña de vacunación. No les importa que se pierdan vidas:solo que AMLO y Mexico se hundan.
Ver y RTxfav
https://t.co/TRYOnmrxpN",Positivo
864,"Honor a quien honor merece... El municipio de Cuautitlán México, está perfectamente organizado, para la aplicación de la vacuna contra el Covid-19... Se lleva al cabo con gran puntualidad en el Campo 4 de la Facultad de Estudios Superiores de Cuautitlán FESC, de la UNAM... Bien!",Positivo
865,"Hoy @COFEPRIS aprobó Sputnik para ser aplicada como vacuna contra el #COVID19 en México cuando:
* No ha completado fase 3.
* La fase 2 consistió en la eficacia de 74 voluntarios.
* 60% de los propios rusos la rechazan.
* En su nombre lleva la prisa implícita. https://t.co/Mec3KZeOYu",Negativo
867,"Hoy a partir de las 8 am, con atención 24hrs, la #BrigadaCorrecaminos iniciará la Entrega de Turnos que indicarán el día, hora y lugar donde acudirán, en próximos días, para su vacunación los residentes de 60 años y más de los siguientes 9 municipios 👇🏼(1/3)",Positivo
872,"Hoy en 330 municipios de todo el país, con el primer envío de 870 mil dosis desde la India, comienza la vacunación masiva de adultos mayores. Esta misma semana seguirá con las 500 mil dosis de Pfizer la aplicación de la 2a dosis a personal de salud. #LaVacunaParaTodxsVa!",Positivo
875,"Hoy exactamente hace 1 año por Covid, Amlo dijo esta frase:

""Se piensa que no es tan fatal""

(Llena de ignorancia, irresponsabilidad y populismo)

Ahora:
-158,536 personas fallecieron
-1er país en muertes de doctores
-Sin acceso a vacunas

¡Morena SÍ es un PELIGRO para México! https://t.co/BywJBpjWcg",Negativo
877,Hoy inicia el registro nacional de adultos mayores para recibir la vacuna contra #COVID19. Es muy importante que familiares y amigos ayuden a sus adultos mayores para que el registro sea ágil y eficaz. Solo se requiere la CURP de las personas mayores. Conoce los pasos a seguir👇 https://t.co/Tun4lklh1R,Positivo
878,Hoy inició la vacunación masiva a personas mayores de 60 años en todo #México 💉🇲🇽 Aplaudimos los esfuerzos del @GobiernoMX para superar la pandemia con igualdad y solidaridad hacia l@s más vulnerables 👴🏽👵🏾 https://t.co/CodZ51V2zy,Positivo
879,"Hoy la aplicación de la segunda dosis de la vacuna en @IztacalcoAl, @Alc_Tlahuac y @XochimilcoAl corresponde a adultos de 60 años y más, que recibieron su primera dosis el 28 de febrero.

No dejen de asistir, es muy importante aplicársela para que estén bien protegidos.",Positivo
880,"Hoy llegaron a México 486,525 dosis de la vacuna de Pfizer. Serán utilizadas para continuar la vacunación a personal de salud de primera línea de hospitales COVID en las 32 entidades federativas. https://t.co/NbGL3iuxqs",Positivo
881,"Hoy llegaron a México 667,865 dosis de la vacuna Pfizer-BioNTech. Cada semana recibimos un nuevo cargamento para dar continuidad al Plan Nacional de Vacunación contra #COVID19. Habrá vacunas para todas y todos, en su momento serán aplicadas. Por favor, espera tu turno. https://t.co/yX6UMa7Hrd",Positivo
882,"Hoy mi mamá y mi tía recibieron su primera dosis. Mi suegrita ya completó su esquema. Gracias a todos los que se rifan para hacer posible la vacunación.
Y gracias a mi hermanita @Ililova por llevar a la jefa y la tía a dar el primer paso.",Positivo
883,"Hoy murió el padre de un querido amigo.
Ayer murió el padre de otro querido amigo.
El hermano. El otro papá.
Los que esperaban vacunas protestaron.

Hey, tú: encargado de publicar las gráficas de muertos y hospitalizados en este panteón del corazón: 

No sonrías tanto.",Negativo
884,"Hoy ocurrió algo reprobable. 5 funcionarios públicos del Code, que participaban en las labores logísticas de vacunación en Guadalajara, se aprovecharon de su cargo para hacer todo lo contrario a su deber: ingresaron a sus familiares sin ficha a las filas de vacunación.",Negativo
886,"Hoy recibí en Ciudad Universitaria la vacuna contra #COVID19
Todo mi reconocimiento al personal de salud y de atención a las personas por su calidez  y profesionalismo. https://t.co/orr79SqN6s",Positivo
887,"Hoy recibimos 1 millón de vacunas contra el #COVID19 

Hasta la fecha sumamos más de 8 millones de dosis que se aplican a lo largo y ancho del país. 

Avanza la Política Nacional de Vacunación. https://t.co/85SyaOpr3T",Positivo
888,Hoy recibimos el embarque más numeroso de vacunas: un millón de dosis de Sinovac. El plan de vacunación acelera el paso. Gracias Sinovac y República Popular China!! https://t.co/lPPRVIJS45,Positivo
889,"Hoy sábado, la aplicación de la segunda dosis de la vacuna en @IztacalcoAl, @Alc_Tlahuac y @XochimilcoAl corresponde a adultos de 60 años y más, que recibieron su primera dosis el 27 de febrero.

Es muy importante asistir. 

Comparto información:
https://t.co/3I9PxuutB7",Positivo
890,"Hoy terminó la primera fase de vacunación contra el #COVID19 para personas mayores de 60 años de Guadalajara. Entendemos perfectamente que, aunque la vacuna representa esperanza y tranquilidad, el proceso del Plan Nacional de Vacunación no es lo que nuestra gente merece. https://t.co/0CYYn1cTXy",Negativo
891,Hoy vacunaron a mi abuela 🖤✨🥲,Positivo
892,"Hoy vacunaron a mis padres. No me topé con un comportamiento ejemplar de mis vecinos. Persisten el agandalle, el madruguete y la incivilidad. Sí me topé con servidores públicos amables y comprometidos. Policías, brigadistas, coordinadores... No lo esperaba. Gran sabor de boca.",Positivo
894,"Hoy, de frente, con respeto y toda la voluntad para trabajar coordinados por Jalisco y México, este es el mensaje que le di al presidente, Andrés Manuel @lopezobrador_, principalmente sobre vacunas contra el #COVID19, seguridad y abasto de agua en la ciudad. Escucha y comparte:",Positivo
895,"Hoy, se aplicaron 600 mil vacunas en EU. Aquí, menos de 10 mil. Y el charlatán de @HLGatell todavía lo presume. ¡Y todavía le creen! De plano...",Negativo
899,"Hugo López- Gatell Ramírez @HLGatell :

- Datos contradictorios 
- Boicotear vacunas
- Políticas erróneas 
- Exceso de protagonismo
- Grilla sobre la ciencia
- Aislar a México
- Uso electoral de vacunas
- Muerte, sufrimiento y dolor

El resultado habla.

¡En tu conciencia!",Negativo
901,Humo blanco por parte de Cofepris con la vacuna de AstraZeneca y Oxford que será producida en Argentina y México. https://t.co/4rBxdJ72QZ,Negativo
903,"Imperdible texto de @julio_frenk y Octavio Gómez Dantés👇

Politizar vacunas: nuevo desastre

“La historia parece repetirse con la vacunación contra la Covid-19: son preponderantemente los intereses políticos los que parecen estar orientando las decisiones del gobierno de la 4T” https://t.co/tzf8oyZxZa",Negativo
908,"Informe de arribo de 667 875 dosis de Pfizer por parte del Dr. Alejandro Svartz Pérez, Director de COFEPRIS, desde Aeropuerto de CDMX. A partir de abril se duplica la llegada de dosis de esta vacuna. https://t.co/jMiPFAW8dY",Positivo
911,"Inicialmente se publicó en el instructivo: ""Asistir al centro de vacunación 15 minutos antes de su cita"". 

Mi preocupación por mi madre esperando 8 horas entre otras personas--en una pandemia-- es la de millones de mis compatriotas. 

Y los que no lo entiendan --váyanse al #@!∞",Negativo
912,"Iniciamos la semana y el día en Reunión Virtual de Ministros del Grupo Ottawa.  Temas tratados: acceso a vacuna, subsidios a pesca y agricultura y la necesidad de avanzar  para atender inequidades y crecimiento crecimiento así como comercio electrónico.",Positivo
913,Inició el registro de personas adultas mayores de 60 años para recibir la vacuna contra #COVID19 en https://t.co/g8mJgOVB0z; ayudemos a facilitar su ingreso a la plataforma. Por el momento la vacunación no depende de ninguna otra entidad que no sea el Gobierno de México. https://t.co/oVMvNczXFJ,Positivo
921,"Jesusa Rodríguez Ramírez 

Senadora plurinominal de Morena / Oficina:
5553453000 Ext. 3660

No quiere que pase mi exhorto urgente y prioritario para vacunar contra COVID al personal de salud de México https://t.co/FagMJ9drTy",Negativo
923,"Joe Biden prometió un millón de vacunas por día. En dos semanas, su gobierno ha vacunado a más de 20 millones de personas. (50% más que lo prometido)

El presidente @lopezobrador_ prometió que habría vacunas para todo el personal médico el 25 de enero. Todavía no llegan.",Negativo
927,"La @ASF_Mexico al revisar la Cuenta Pública 2019, encontró irregularidades en el Ejército, Santa Lucía,Tren Maya, programas sociales y vacunación básica. Por eso propuse que se informe, se investigue y se sancione @SFP_mx Ya basta de corrupción e impunidad
https://t.co/RSjnxBc89l",Negativo
929,"La @SSalud_mx ya respondió las 45 preguntas que le envié sobre la vacunación COVID. Lo más importante lo reserva. Los ciudadanos necesitamos información, no que se oculte, ni que se burlen de nosotros. Juzguen ustedes, aquí les dejo los documentos 👇🏻
https://t.co/NneCwtJ091",Negativo
930,La #BrigadaCorrecaminos informa el proceso de registro y asignación de turnos para #AdultosMayores de 60 años de las colonias  consideradas en esta Primera Etapade vacunación en la Ciudad de Puebla 👇 https://t.co/0IX9vhTNFy,Positivo
932,"La 4T pide a Twitter que cierren mi cuenta por decir la verdad sobre la vacuna rusa: 

NO está aprobada por la comunidad científica internacional y Alemania NO les compró vacunas, solo les ofreció ayuda porque su vacuna NO aprueba requisitos para entrar a la UE.",Negativo
937,"La autorización a las vacunas de  CanSino y Sinovac permitirá que dichas vacunas lleguen a México próximamente. Por lo pronto mañana llegan las primeras 2 millones de Cansino para llenado y envasado en Drugmex, Querétaro. Enhorabuena!",Positivo
938,"La autorización de la vacuna de AstraZeneca en México es una excelente noticia, no porque sea la más eficaz (no lo es) sino porque es la que más tendremos disponible en nuestro país. Ojalá con esto se tengan más dosis aplicadas en el menor tiempo posible 🤔",Positivo
939,La Brigada Correcaminos garantizará la distribución de vacunas contra #COVID19 hasta el lugar más recóndito del país con apoyo de las Fuerzas Armadas. Toda la población accederá de forma universal y gratuita; las 32 entidades federativas son prioritarias. https://t.co/a8OaseItB0,Positivo
940,"La campaña de vacunación contra #COVID19 sigue avanzando en todo el territorio nacional. Agradecemos el apoyo de elementos de la @GN_MEXICO_, quienes cuidan al personal de salud y adultos mayores. 👏👏👏 https://t.co/D9l942C9HC",Positivo
941,"La candidata en NL @claraluzflores dijo estar ya vacunada (borró su tweet). También ya han sido vacunados una regidora de Acapulco y un alcalde de Sinaloa, todos miembros de @Morena, nada que ver con personal de salud. ¿Hay sesgo partidario en la aplicación de las pocas vacunas?",Negativo
943,"La crónica de la vacunación. Los adultos mayores pasando frío, calor, aglomeraciones… y los “servidores de la Nación” sacando fotos de las credenciales de elector. Un trabajo de @isagvh y @taniarosas en #Loret de @latinus_us: https://t.co/xIHtUiPWz3 https://t.co/Dytrkd9PQM",Negativo
945,"La derecha, acostumbrada a hacer “cosas repugnantes”como lo establece la directiva de operaciones encubiertas de la CIA,bien pudo haber organizado la falsa vacunación de una persona y hacer un montaje;uno más de esos en los que un “periodista” y una televisora tienen experiencia.",Positivo
946,"La disolución de la URSS se dió en los años 1990-1991.
Es decir esa unión de repúblicas YA NO existe.
El gobierno del presidente @lopezobrador_ estará comprando la vacuna a un laboratorio de RUSIA no de la URSS como afirma el sector cultural más vulnerable de la oposición.",Positivo
951,"La dolorosa lentitud de la vacunación. 
Les dejo mi análisis en ⁦@LaListanews⁩  https://t.co/zZhoIkfAod",Negativo
952,"La economía agoniza, los restauranteros piden auxilio, el gobierno vacuna a cuentagotas, miles mueren y nadie se hace responsable del desastre.",Negativo
958,"La Estrategia Conjunta de Vacunación contra #Covid_19mx se llevará a cabo del 23 al 25 de marzo en el municipio de #Chimalhuacán.
Consulta la ubicación de los diferentes módulos y acude a vacunarte. 👇👇 https://t.co/xSnC8NS3eA",Positivo
959,"La Estrategia Nacional de Vacunación avanza. Al 15 de marzo llevamos 4,432,962 de dosis aplicadas y 6,492,385 de vacunas recibidas. El día de hoy arribó el onceavo cargamento de Pfizer con 667875 dosis. A finales de marzo llegarán 9 millones 765 mil dosis. La vacuna es gratuita https://t.co/sPZV8wT3Jk",Positivo
962,La historia de la empresa del estado que hacía sus propias vacunas... hasta que llegaron los neoliberales: https://t.co/oG1I3cA9cq,Positivo
963,"La incompetencia del Mesías y su gato sin limites, la única vacuna que nos salvará sera este 06 de junio

#NiUnVotoAMORENA2021 
#NiUnVotoAMORENA2021yALIADOS https://t.co/rpWIstxURK",Negativo
965,"La India, patria de Gandhi, en un gesto de solidaridad internacional y siendo el 2o país más poblado de la tierra, tiende la mano a Mexico y envía 870 mil vacunas.Hay “periodistas”que desprecian este gesto extraordinario que yo agradezco. Son mezquinos! https://t.co/1T9l8c72z5",Positivo
967,"La mañana de este miércoles arribó a México el tercer cargamento enviado por Rusia con 500 mil dosis de la vacuna #SputnikV.
#TeamGatoPolítico
https://t.co/n7Zef5IzgI",Positivo
972,"La oposición no quiere estrictamente la vacuna rusa Sputnik... Pndjos, ¿Quién dijo que era solo para ustedes?",Positivo
973,"La pandemia continúa fuerte y el abasto de vacunas es una incertidumbre. No obstante, el presidente asegura que hay dinero suficiente para allegarnos las dosis necesarias, gracias al combate contra la corrupción. Sus obras emblemáticas seguirán viento en popa. 👇🏼 https://t.co/5HghIxnC78",Negativo
980,"La primera jornada del Programa Nacional de Vacunación contra la #COVID19 para los adultos mayores 👵👴, cerró con más de 30,332 aplicaciones en @AlcCuajimalpa, @GobMilpaAlta y @ALaMagdalenaC.

Agradecemos la coordinación del @GobiernoMX 
y de las y los participantes. https://t.co/D9R3zNKtuM",Positivo
984,"La reportera de Quintana Roo Sandy González le preguntó a @M_OlgaSCordero si @lopezobrador_ ya había sido vacunado previamente (O sea, tiene Covid ¿Cómo que si se vacunó?). Bueno, pues la secretaria de Gobernación le dijo que OBVIAMENTE no ha sido vacunado
https://t.co/uqVjTnZpbm",Positivo
992,"La Vacuna ""Fantasma"": ya es tema  entre pro y anti-AMLO. En donde el golpeteo es con la intención no de investigar si hay un mercado negro, no si hay gente capaz vacunando,  no si efectivamente fue un #ERROR u ojetada. Al final la estridencia solo busca la ganancia del caos.",Negativo
995,La vacuna china CansinoBio solicita a @COFEPRIS su uso de emergencia en México tras haberse aplicado en su fase 3 a más de 14 mil mexicanos. El canciller @m_ebrard considera que es “muy buena noticia” https://t.co/tkf0XkOsxt,Positivo
1001,"La vacuna de @CiroGomezL 
Sin AMLO/Con AMLO https://t.co/PiMC5haYGW",Positivo
1006,"La vacuna rusa no está aprobada por la Agencia de Medicinas de la Unión Europea, la FDA, la OMS, ni la comunidad científica internacional.
Así como @HLGatell propuso el modelo centinela, por barato, hace lo mismo con la vacuna rusa.
Es negligencia criminal. https://t.co/TI3E5enwDT",Negativo
1007,"La vacuna rusa NO está aprobada por la Comunidad Científica Internacional pero la aprobará la Cofepris en México.
Es la vacuna barata, por eso la eligió el Gobierno.",Negativo
1009,La vacuna rusa no porque no nos han aclarado si duele...,Positivo
1012,La vacuna se ha vuelto el único “argumento” electoral de MORENA. Es inmoral lucrar con la salud por votos.,Negativo
1013,"La vacuna Sinovac es de dos dosis, fabricada en China y han sido aplicadas ya 200 mil. Con las que llegaron ahora alcanzamos un millón. https://t.co/uWQlx0AiIn",Positivo
1019,"La vacunación contra el #COVID19 llegará a todos los municipios, no se harán distinciones. Conferencia matutina. https://t.co/zcboNb5Mmg",Positivo
1020,"La vacunación COVID en Europa es un fracaso porque les dolió pagar y que alguien hiciera un negocio, así fuera con vacunas (en México diríamos por “cuentachiles”). También, por autoridades que solo se cubren las espaldas (como suspender vacuna Astra/Zen). https://t.co/5Hmm8r90wk",Negativo
1024,"La verdadera noticia no es la efectividad de la vacuna, es q la oposición quedo como una ESTÚPIDA, d nuevo! 
Vuelvan a decir q se compraron vacunas baratas q no sirven! Aunq les arda AMLO y la 4T está haciendo lo q ninguno otro y es trabajar por México.
#Gracias4TporLasVacunas https://t.co/GQa9GauZyr",Positivo
1025,La vida después de la vacuna https://t.co/RQxk7I9ra2,Positivo
1026,Lamento informar a las y los de la comentocracia que habrá vacuna universal y gratuita para todas y todos los mexicanos; lo que no habrá es antídoto para la rabia que sienten.,Positivo
1027,Las 10 unidades de vacunación ya en operación las unidades móviles camino a la vacunación en domicilio. https://t.co/dcXJgvUQ4C,Positivo
1028,"Las campañas políticas comenzaron y la oposición se remite a tratar de opacar la excelente tarea que se ha realizado para vacunar a millones de adultos mayores. Aquí una prueba de que aunque los Claudio X Gonzalez, los Loret o los Madrazo ladren, la vacunación avanza. #vacunada https://t.co/oiz9vZ1t7e",Positivo
1034,"Las senadoras @MaluMicher y Antares Vazquez no permiten que avance mi exhorto urgente para dar prioridad al personal médico para recibir vacuna COVID.

También rechazaron en tres ocasiones mi exhorto para autorización del Remdesivir.

Sirven a Morena, no a los ciudadanos. https://t.co/4sfW8B6Omu",Negativo
1037,Las vacunas de Sputnik ya en movimiento a su destino. https://t.co/DhBquGVuLq,Positivo
1039,"Las vacunas han exhibido a un gobierno que no da una. Entre contradicciones, una danza de cifras y promesas. #imperdible #Loret en @latinus_us: https://t.co/Xk0LwksK8o https://t.co/LFB6VEX5cc",Negativo
1041,Las vacunas Sputnik Vocupan todo el espacio de carga del avión : https://t.co/cLyEAZdtsY,Positivo
1045,"Les aclaró a los “periodistas” que hablan de la India “como la tía que regala ropa usada” que ese país es una potencia cultural, económica y tecnológica y uno de los principales productores de vacunas del mundo. Hoy -a la patria de Gandhi- la honra su solidaridad con el mundo!",Positivo
1046,Les comparto algunos datos importantes de la vacuna CoronaVac de @Sinovac. Hoy llegó un cargamento con 1 millón de dosis de esta vacuna. https://t.co/mOI8bju5cM,Positivo
1047,"Les comparto el acumulado de adultos de 60 años y más que hasta el día de hoy han recibido la vacuna en @IztacalcoAl, @Alc_Tlahuac y @XochimilcoAl.

En coordinación con el @GobiernoMX, avanzamos con el Programa Nacional de Vacunación.

#JuntosVamosASalirAdelante https://t.co/dLztA7t6o9",Positivo
1048,"Les comparto el último corte del Programa Nacional de Vacunación en la Ciudad. 

Llevamos 467 mil 704 vacunas aplicadas a adultos de 60 años y más en @AzcapotzalcoMx, @AlcCuajimalpa, @IztacalcoAl, @ALaMagdalenaC, @AlcaldiaMHmx, @GobMilpaAlta, @Alc_Tlahuac y @XochimilcoAl. https://t.co/ywGEYdBKc1",Positivo
1050,"Les comparto nuevamente el análisis de @mario_dico50 sobre el costoso e irregular papel de los ""servidores de la nación"" en las brigadas de vacunación 

https://t.co/QXAZkkZGsc https://t.co/ZtJM0UfUsi",Negativo
1051,Les comparto que el viernes 29 recibimos oficio de COVAX - instrumento multilateral de acceso a las vacunas contra covid-19 -  confirmando la asignación de vacunas AstraZeneca para México durante febrero y marzo. Mañana temprano cifras y fechas.,Positivo
1052,Les comparto video de la visita del Presidente Alberto Fernández de la República Argentina a laboratorios Liomont a cargo del llenado y envasado de las vacunas AstraZeneca para América Latina. https://t.co/NpS0mdOVyj,Positivo
1053,Les comparto visita a la planta que envasará la vacuna Cansino en México : https://t.co/WAviBDqIIo,Positivo
1054,Les confirmo que el jueves dos de abril llegarán 1.2 millones de dosis de la vacuna AstraZeneca desde los EU que se sumarán al primer envío del domingo próximo para alcanzar  2.7 millones de dosis.México agradece este gran apoyo del gobierno del Presidente Biden contra Covid-19,Positivo
1055,"Les dejo este reportaje de hoy sobre la vacunación en UK.
Iglesias, mesquitas, cines, centros cívicos… todo es un centro de vacunación.
Citas programadas y … ni un “siervo de la Nación”.
https://t.co/BPQ5te1F6h",Negativo
1056,Les informo que arribaron desde EEUU 🇺🇸 al @AICM_mx 🇲🇽 un millón y medio de dosis de vacunas contra #Covid19 de @AstraZeneca. https://t.co/Cg9qkvntbE,Positivo
1057,"Les informo que en el transcurso del miércoles estaremos recibiendo 11440 dosis de vacuna para proseguir el plan de vacunación en el municipio de Centro, debido a ello será hasta el jueves 18 de marzo que reanudaremos la vacunación en las sedes establecidas en el municipio y que",Positivo
1058,"Les recomiendo a los fachos comprar la vacuna covid con Narro, Beltrones y Chertovski que desarrollaron con laboratorios PISA.",Positivo
1059,"Les recuerdo que aún cuando hayan recibido la primera dosis, es hasta dos semanas después de la segunda aplicación, que la vacuna otorga mayor protección.
 
Todos los demás debemos de seguir cuidándonos, no bajemos la guardia 🙏🏽

#CDMXSinBajarLaGuardia",Positivo
1060,Lilly Téllez acusa a Morena de delincuencia electoral por traer la vacuna anti Covid. Cómo que no le carbura muy bien la neurona está vieja ridícula 🤣😂 https://t.co/OSjL132cTb,Positivo
1061,Limosneando vacunas !!! https://t.co/2CqfOrhcMd,Negativo
1063,"Llega la sustancia para envasar 2 millones de dosis de la vacuna china CansinoBio, informa el canciller @m_ebrard https://t.co/OqvTYBNJDT",Positivo
1065,"Llegada de 1 millón de dosis de la vacuna Sinovac contra el #COVID19 

25 de marzo de 2021. https://t.co/HYiexwZzvC",Positivo
1066,Llegada de 800 mil dosis vacuna Sinovac desde China https://t.co/1SN5UIE6iF,Positivo
1067,Llegada de dosis de la vacuna CansinoBio desde China esta madrugada : https://t.co/FDaPVRqVHg,Positivo
1068,Llegada desde los 🇺🇸 de 1.51 millones de dosis de vacunas contra covid-19 de @AstraZeneca. https://t.co/FAusiADFYx,Positivo
1069,Llegan a México 1.5 millones de dosis de vacunas de #AstraZeneca provenientes de nuestra planta en #EEUU. Sólo unidos 🇺🇸 y 🇲🇽 podremos hacer frente a la pandemia del #Covid19. #JuntosProsperamos #SociosVecinosAmigos https://t.co/CnfP0hF2cv,Positivo
1071,Llegan este martes a México más de 487 mil dosis de la vacuna de Pfizer. https://t.co/OtDlJu4H90,Positivo
1072,Llegaron 1.5 millones de dosis de la vacuna AstraZeneca desde los Estados Unidos conforme a las conversaciones entre los Presidentes López Obrador y Biden. Cada día es más intensa la cooperación entre México y Estados Unidos frente al Covid-19. https://t.co/rLVllGkBCO,Positivo
